|Nom|Format|Description|Prix/QTE|Prix
2045|Petits filous aux fruits|Les 12 pots de 50g|[Origine : FRANCE, Fromage frais au lait demi-ÍcrÍmÍ (Lait ÍcrÍmÍ et crÈme (Lait) pasteurisÍs, Ferments lactiques) ? Eau ? Sucre : 6.2% - Fructose : 3.2% - Amidon transformÍ de maÕs - Jus d?aronia (goÛt Fruits rouges) - Jus de potiron (goÛts P²che et Abricot) ? Jus desureau (goÛts Fruits rouges et Framboise) ? Jus de betterave rouge (goÛt Framboise) ? Jus de carotte (goÛts P²che, Abricot, Framboise et Fraise) ? Ar«mes naturels - Epaississants : Gomme de guar - Vitamine D.]|"
3,52€ / Kg"|"
2,11 €"
2046|Ptit yop vanille|Le pack  4X180G|[Origine : FRANCE, Lait ÍcrÍmÍ Å base de poudre de lait - Sucre : 6% - Sirop de glucose-fructose : 5.3% - CrÈme - Ar«me naturel de vanille et autres ar«mes naturels - ConcentrÍ des minÍraux du lait - Ferments lactiques.]|"
2,99€ / Kg"|"
2,15 €"
2047|Yaourt à boire à la coco, sucré|La bouteille de 850g|[Origine : FRANCE, Source de calcium., Agiter avant ouverture., Lait écrémé à base de poudre de lait, sucre 6%, sirop de glucose-fructose 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants., Conservation à +6°C maxi.]|"
2,35€ / Kg"|"
2,00 €"
2048|Yaourt à boire à la fraise, sucré|La bouteille de 850g|[Origine : FRANCE, Source de calcium., Agiter avant ouverture., Lait écrémé à base de poudre de lait, sucre : 6%, sirop de glucose-fructose : 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants., Conservation à +6°C maxi.]|"
2,35€ / Kg"|"
2,00 €"
2049|Yaourt à boire à la framboise|Les 4 bouteilles de 180g|[Origine : FRANCE, Un cocktail de bienfaits pour le goûter : protéines du lait, peu de matières grasses, sans conservateur, calcium., Agiter avant d'ouvrir et boire très frais., Lait écrémé à base de poudre de lait, sucre : 6%, sirop de glucose-fructose : 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants. Sans conservateur., Se conserve jusqu'à 8h hors du frigo. Conservation à +6°C.]|"
2,86€ / Kg"|"
2,06 €"
2050|Yaourt à boire à la framboise, sucré|La bouteille de 850g|[Origine : FRANCE, Source de calcium., Agiter avant ouverture., Lait écrémé à base de poudre de lait, sucre 6%, sirop de glucose-fructose 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants., Conservation à +6°C maxi.]|"
2,35€ / Kg"|"
2,00 €"
2051|Yaourt à boire à la vanille, sucré|La bouteille de 850g|[Origine : FRANCE, Source de calcium., Agiter avant ouverture., Lait écrémé à base de poudre de lait, sucre 6%, sirop de glucose-fructose 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants., Conservation à +6°C maxi.]|"
2,35€ / Kg"|"
2,00 €"
2052|Yaourt à boire au chocolat, sucré|La bouteille de 850g|[Origine : FRANCE, Source de calcium., Agiter avant ouverture., Lait écrémé à base de poudre de lait, sucre 6%, sirop de glucose-fructose 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans colorants., Conservation à +6°C maxi.]|"
2,35€ / Kg"|"
2,00 €"
2053|Yaourt à boire aux fruits|Les 12 tubes de 40g|[Origine : FRANCE, Un Tub's, c'est du fromage frais au bon lait demi-écrémé mélangé à une savoureuse purée de fruits et c'est sans colorant.Petits Filous Tub's est naturellement source de calcium et enrichi en vitamine D., Fromage frais au lait demi-écrémé (lait écrémé et crème pasteurisés, ferments lactiques), sucre : 13,6%, eau, fruits (fraise ou pêche ou framboise) : 5%, amidon transformé, sirop de saccharose : 0,2%, arômes, épaississants : gomme de guar, conservateur du fruit : E202, vitamine D. Sans colorants., Valeur énergétique en Joules :  460, Valeur énergétique en Kcal : 109,9, Glucides : 14, Lipides : 2,9, Protides :6,7, Conservation à + 6°C maxi.]|"
6,23€ / Kg"|"
2,99 €"
2054|Yaourts à boire à la fraise|Les 4 bouteilles de 180g|[Origine : FRANCE, Un cocktail de bienfaits pour le goûter : protéines du lait, peu de matières grasses, sans conservateur, calcium., Agiter avant d'ouvrir et boire très frais., Lait écrémé à base de poudre de lait, sucre : 6%, sirop de glucose-fructose : 5,3%, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques. Sans conservateur. Sans colorants., Se conserve jusqu'à 8h hors du frigo. Conservation à +6°C.]|"
2,86€ / Kg"|"
2,06 €"
2055|Yaourts à boire à la fraise, vanille et framboise|Les 6 bouteilles de 180g|[Origine : FRANCE, 3 parfums : 2 fraise, 2 vanille, 2 framboise.Un cocktail de bienfaits pour le goûter : protéines du lait, peu de matières grasses, sans conservateur, calcium., Agiter avant d'ouvrir et boire très frais., Lait écrémé à base de poudre de lait, sucre : 6%, sirop de glucose-fructose : 5,3%, crème, poudre de lait écrémé, arômes, concentré de minéraux du lait, ferments lactiques. Sans colorants. Sans conservateur., Valeur énergétique en Joules :  334, Valeur énergétique en Kcal : 79,8, Glucides : 13,6, Lipides : 1,3, Protides :2,8, Se conserve jusqu'à 8h hors du frigo. Conservation à +6°C.]|"
2,85€ / Kg"|"
3,08 €"
2056|Citron, yaourt aromatisé, certifié agriculture biologique|Les 4 pots de 125g, soit 500g|[Origine : FRANCE, Lait entier* 89%, sucre de canne* 9,8%, arôme naturel de citron avec autres arômes naturels, poudre de lait écrémé*, ferments lactiques. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  400kj, Valeur énergétique en Kcal : 95kcal, Glucides : 13g, Lipides : 3,4g, Protides :3,1g, A conserver entre 0°C et +6°C.]|"
3,56€ / Kg"|"
1,78 €"
2057|Citron, yaourt aromatisé, certifié agriculture biologique|Les 4 pots de 125g, soit 500g|[Origine : FRANCE, Lait entier* 89%, sucre de canne* 9,8%, arôme naturel de citron avec autres arômes naturels, poudre de lait écrémé*, ferments lactiques. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  400kj, Valeur énergétique en Kcal : 95kcal, Glucides : 13g, Lipides : 3,4g, Protides :3,1g, A conserver entre 0°C et +6°C.]|"
3,56€ / Kg"|"
1,78 €"
2058|Le fontainebleau, aéré et fondant, crème et fromage blanc|Les 2 pots de 12,5cl|[Origine : FRANCE, Un délicieux mélange aéré de crème et de fromage frais, A consommer légèrement sucré ou accompagné d'un coulis de fruits., Crème 65 %, fromage frais 35 % (lait écrémé, ferments lactiques, coagulant)., Valeur énergétique en Joules :  711kj, Valeur énergétique en Kcal : 172kcal, Glucides : 2,3g, Lipides : 17g, Protides :2,5g, A conserver entre 0°C et +6°C.]|"
6,44€ / L"|"
1,61 €"
2059|Vanille, yaourt aromatisé à la vanille, certifié agriculture biologique|Les 4 pots de 125g, soit 500g|[Origine : FRANCE, Lait entier* 89%, sucre de canne* 9,8%, arôme naturel de vanille, poudre de lait écrémé*, ferments lactiques. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  400kj, Valeur énergétique en Kcal : 95kcal, Glucides : 13g, Lipides : 3,4g, Protides :3,1g, A conserver entre 0°C et +6°C.]|"
2,78€ / Kg"|"
1,39 €"
2060|Vanille, yaourt aromatisé à la vanille, certifié agriculture biologique|Les 4 pots de 125g, soit 500g|[Origine : FRANCE, Lait entier* 89%, sucre de canne* 9,8%, arôme naturel de vanille, poudre de lait écrémé*, ferments lactiques. *ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  400kj, Valeur énergétique en Kcal : 95kcal, Glucides : 13g, Lipides : 3,4g, Protides :3,1g, A conserver entre 0°C et +6°C.]|"
2,78€ / Kg"|"
1,39 €"
2061|Yaourt brassé nature bio, au lait entier de vache|Les 4 pots de 125g|[Origine : FRANCE, Lait entier* 80% minimum, lait écrémé reconstitué*, poudre de lait écrémé*, ferments lactiques sélectionnés. *Ingrédients issus de l'agriculture biologique., A conserver entre 0°C et +4°C. Stocker à plat. A consommer entièrement après ouverture du pot.]|"
3,10€ / Kg"|"
1,55 €"
2062|Yaourt brassé nature bio, au lait entier de vache|Les 4 pots de 125g|[Origine : FRANCE, Lait entier* 80% minimum, lait écrémé reconstitué*, poudre de lait écrémé*, ferments lactiques sélectionnés. *Ingrédients issus de l'agriculture biologique., A conserver entre 0°C et +4°C. Stocker à plat. A consommer entièrement après ouverture du pot.]|"
3,10€ / Kg"|"
1,55 €"
2063|Yaourt de brebis à la grecque, certifié AB|Les 2 pots de 150g|[Origine : FRANCE, Monoprix a sélectionné pour vous, avec des entreprises partenaires, des produits issus de l'agriculture biologique. Leurs modes de production et de transformation sont contrôlés et certifiés par un organisme indépendant conformément à la réglementation en vigueur., Lait* de brebis pasteurisé à 10% de matière grasse, ferments lactiques. *Ingrédient issu de l'agriculture biologique., A conserver entre 0°C et +6°C.]|"
8,20€ / Kg"|"
2,46 €"
2064|Yaourt de brebis à la grecque, certifié AB|Les 2 pots de 150g|[Origine : FRANCE, Monoprix a sélectionné pour vous, avec des entreprises partenaires, des produits issus de l'agriculture biologique. Leurs modes de production et de transformation sont contrôlés et certifiés par un organisme indépendant conformément à la réglementation en vigueur., Lait* de brebis pasteurisé à 10% de matière grasse, ferments lactiques. *Ingrédient issu de l'agriculture biologique., A conserver entre 0°C et +6°C.]|"
8,20€ / Kg"|"
2,46 €"
2065|Yaourts à la grecque, natures et brassés|Les 4 pots de 150g|[Origine : FRANCE, Lait entier , crème , protéines de lait , ferments lactiques ., Valeur énergétique en Joules :  470Kj, Valeur énergétique en Kcal : 113Kcal, Glucides : 4,1g, Lipides : 9,3g, Protides :3,3g, A conserver entre 0°C et +6°C]|"
2,35€ / Kg"|"
1,41 €"
2066|Yaourts au lait de brebis, goût nature|Les 4 pots de 125g|[Origine : FRANCE, Lait entier de brebis, ferments lactiques., A conserver entre 0°C et +6°C.]|"
4,32€ / Kg"|"
2,16 €"
2067|Yaourts au lait de chèvre, goût nature|Les 4 pots de 125g|[Origine : FRANCE, Lait entier de chèvre, ferments lactiques., Valeur énergétique en Joules :  312Kj, Valeur énergétique en Kcal : 75Kcal, Glucides : 5g, Lipides : 4,4g, Protides :3,8g, A conserver entre 0°C et +6°C.]|"
4,79€ / Kg"|"
2,30 €"
2068|Yaourts au lait entier, nature|Les 4 pots de 125g|[Origine : FRANCE, Lait entier 98%, lait écrémé en poudre, ferments lactiques., Valeur énergétique en Joules :  277Kj, Valeur énergétique en Kcal : 1158Kcal, Glucides : 5,4g, Lipides : 3,5g, Protides :3,3g, A conserver entre 0°C et +6°C.]|"
2,78€ / Kg"|"
1,39 €"
2069|Yaourts brassés natures|Les 16 pots de 125g|[Origine : FRANCE, Lait entier 98%, protéines de lait, ferments lactiques., Valeur énergétique en Joules :  289kj, Valeur énergétique en Kcal : 69kcal, Glucides : 4,9g, Lipides : 3,5g, Protides :4,5g, A conserver au frais entre 0°C et +6°C .]|"
1,31€ / Kg"|"
2,62 €"
2070|Yaourts brassés natures|Les 4 pots de 125g|[Origine : FRANCE, Lait entier 98%, protéines de lait, ferments lactiques., Valeur énergétique en Joules :  271Kj, Valeur énergétique en Kcal : 65Kcal, Glucides : 5,5g, Lipides : 3g, Protides :3,9g, A conserver entre 0°C et +6°C]|"
1,74€ / Kg"|"
0,87 €"
2071|Yaourts brassés natures|Les 8 pots de 125g|[Origine : FRANCE, Lait entier 98%, protéines de lait, ferments lactiques., Valeur énergétique en Joules :  271Kj, Valeur énergétique en Kcal : 65Kcal, Glucides : 5,5g, Lipides : 3g, Protides :3,9g, A conserver au frais entre 0°C et +6°C .]|"
1,61€ / Kg"|"
1,61 €"
2072|Yaourts de brebis à la vanille, certifiés AB|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis* à 3% de matière grasse 94%, sucre* 5,6%, arôme naturel de vanille, ferments lactiques. *Issus de l'agriculture biologique., A conserver entre 0°C et +6°C.]|"
5,52€ / Kg"|"
1,38 €"
2073|Yaourts de brebis à la vanille, certifiés AB|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis* à 3% de matière grasse 94%, sucre* 5,6%, arôme naturel de vanille, ferments lactiques. *Issus de l'agriculture biologique., A conserver entre 0°C et +6°C.]|"
5,52€ / Kg"|"
1,38 €"
2074|Yaourts de brebis natures, certifié AB|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis* à 3% de matière grasse, ferments lactiques. *issu de l'agricuture biologique.]|"
5,52€ / Kg"|"
1,38 €"
2075|Yaourts de brebis natures, certifié AB|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis* à 3% de matière grasse, ferments lactiques. *issu de l'agricuture biologique.]|"
5,52€ / Kg"|"
1,38 €"
2076|Yaourts natures|Les 12 pots de 125g|[Origine : FRANCE, Lait à 15g de matière grasse par litre, lait écrémé concentré, ferments lactiques., Valeur énergétique en Joules :  213Kj, Valeur énergétique en Kcal : 51Kcal, Glucides : 5,4g, Lipides : 1,4g, Protides :4,1g, A conserver entre 0°C et +6°C.]|"
1,16€ / Kg"|"
1,74 €"
2077|Yaourts natures|Les 16 pots de 125g|[Origine : FRANCE, A consommer nature, avec du sucre, de la confiture ou du miel., Lait à 15g de mat. gr. par litre, lait écrémé concentré, ferments lactiques., A conserver entre 0°C et +6°C.]|"
0,99€ / Kg"|"
1,97 €"
2078|Yaourts natures|Les 4 pots de 125g|[Origine : FRANCE, Lait à 15% de matière grasse par litre, lait écrémé concentré, ferments lactiques., Valeur énergétique en Joules :  213Kj, Valeur énergétique en Kcal : 51Kcal, Glucides : 5,4g, Lipides : 1,4g, Protides :4,1g, A conserver entre 0°C et +6°C]|"
1,34€ / Kg"|"
0,67 €"
2079|Yaourts natures au sucre de canne|Les 4 pots de 125g|[Origine : FRANCE, Lait écrémé à base de poudre de lait, lait écrémé, sucre de canne 9%, crème, poudre de lait écrémé, ferments lactiques du yaourt., Valeur énergétique en Joules :  319Kj, Valeur énergétique en Kcal : 75Kcal, Glucides : 13g, Lipides : 1g, Protides :3,3g, A conserver entre 0°C et +6°C]|"
1,42€ / Kg"|"
0,71 €"
2080|Yaurt nature|Les 12 pots de 125g|[Origine : FRANCE, Monoprix a sélectionné pour vous avec des entreprises partenaires, des produits issus de l'agriculture biologique.Leurs modes de production et de transformation sont contrôlés et certifiés par un organisme indépendant conformément à la réglementationen vigueur., Lait partiellement écrémé*, lait écrémé en poudre*, ferments lactiques., Valeur énergétique en Joules :  214kj, Valeur énergétique en Kcal : 51kcal, Glucides : 5,8g, Lipides : 1,1g, Protides :4,4g, A conserver entre 0°C et +6°C.]|"
2,03€ / Kg"|"
3,04 €"
2081|Yaurt nature|Les 12 pots de 125g|[Origine : FRANCE, Monoprix a sélectionné pour vous avec des entreprises partenaires, des produits issus de l'agriculture biologique.Leurs modes de production et de transformation sont contrôlés et certifiés par un organisme indépendant conformément à la réglementationen vigueur., Lait partiellement écrémé*, lait écrémé en poudre*, ferments lactiques., Valeur énergétique en Joules :  214kj, Valeur énergétique en Kcal : 51kcal, Glucides : 5,8g, Lipides : 1,1g, Protides :4,4g, A conserver entre 0°C et +6°C.]|"
2,03€ / Kg"|"
3,04 €"
2082|Cottage Cheese, fromage frais salé, recette anglaise|Les 2 pots de 200g, soit 400g|[Origine : ALLEMAGNE, Cottage Cheese est un fromage frais non battu au goût subtilement salé.Danone a sélectionné pour vous cette recette originale, ferme et fondant à la fois afin de vous faire découvrir une multitude de saveurs à réaliser vous-même., Peut se déguster nature, en accompagnement de crudités ou de salade, à tartiner garni de fines herbes ou d'épices., Lait écrémé pasteurisé, crème pasteurisée, sel (0,8%), ferments lactiques. 3,9% de matière grasse pour 100g de produit fini. 20% de matière grasse sur extrait sec., Valeur énergétique en Joules :  382kj, Valeur énergétique en Kcal : 91kcal, Glucides : 2,3g, Lipides : 3,9g, Protides :11,7g, A conserver à +6°C maximum.]|"
10,28€ / Kg"|"
4,11 €"
2083|Yaourt à la Grècque nature Ilios|Les 4 pots de 125g, soit 500g|[Origine : FRANCE, Savourez ce yaourt onctueux à la texture crémeuse et lisse d'un blanc intense rehaussé d'une pointe de crème acidulée., Lait entier (74,4%), crème, protéines de lait, lait écrémé en poudre, ferments lactiques., Valeur énergétique en Joules :  496kj, Valeur énergétique en Kcal : 120kcal, Glucides : 3,6g, Lipides : 10g, Protides :3,8g, A conserver à +6°C max.]|"
4,42€ / Kg"|"
2,21 €"
2084|Yaourts au lait entier, goût nature|Les 8 pots de 125g|[Origine : FRANCE, Une recette simple et unique qui allie une texture onctueuse et fluide, avec un goût frais, et pourtant si doux. Le plaisir rafraîchissant à l'état brut., Lait entier, crème, protéines de lait, ferments lactiques., Valeur énergétique en Joules :  489, Valeur énergétique en Kcal : 118, Glucides : 3,9g, Lipides : 10g, Protides :3,1g, A conserver à +6°C maximum.]|"
3,45€ / Kg"|"
3,45 €"
2085|Yaourts natures|Les 12 pots de 125g|[Origine : FRANCE, Lait ÍcrÍmÍ (92,07%) lait ÍcrÍmÍ concentrÍ ou en poudre crÈme (lait) ferments lactiques (lait), Glucides : 5,3G, Lipides : 1G, Protides :4G]|"
1,55€ / Kg"|"
2,33 €"
2086|Yaourts natures|Les 16 pots de 125g|[Origine : FRANCE, Lait ÍcrÍmÍ (92,07%) lait ÍcrÍmÍ concentrÍ ou en poudre crÈme (lait) ferments lactiques (lait), Glucides : 5,3G, Lipides : 1G, Protides :4G]|"
1,34€ / Kg"|"
2,67 €"
2087|Yaourts natures|Les 4 pots de 125g|[Origine : FRANCE, Lait ÍcrÍmÍ (92,07%) lait ÍcrÍmÍ concentrÍ ou en poudre crÈme (lait) ferments lactiques (lait), Glucides : 5,3G, Lipides : 1G, Protides :4G]|"
1,92€ / Kg"|"
0,96 €"
2088|Yaourt à la gracque, 0%|Le pot de 170g|[Origine : GRECE, Lait de vache, crème, ferments lactiques vivants., Valeur énergétique en Joules :  243kj, Valeur énergétique en Kcal : 57kcal, Glucides : 4g, Lipides : 0g, Protides :10,3g, Conserver au frais à max 7°C.]|"
9,82€ / Kg"|"
1,67 €"
2089|Yaourt à la grecque|Le pot de 170g|[Origine : GRECE, Lait de vache, crème, ferments lactiques vivants., Valeur énergétique en Joules :  403kj, Valeur énergétique en Kcal : 96kcal, Glucides : 3,8g, Lipides : 5g, Protides :9g, Conserver au frais à max 7°C.]|"
9,47€ / Kg"|"
1,61 €"
2090|Yaourt à la Grecque|Le pot de 500g|[Origine : FRANCE, Enlever le disque de papier à l'ouverture., Lait de vache pasteurisé et crème, ferments lactiques (L. Bulgaricus, S. Thermophilus, L. Acidophilus, Bifidus, L. Casei)., Valeur énergétique en Joules :  403kj, Valeur énergétique en Kcal : 96kcal, Glucides : 3,8g, Lipides : 5g, Protides :9g, A conserver au frais à max 7°C. A consommer dans les 5 jours après ouverture.]|"
8,02€ / Kg"|"
4,01 €"
2091|Yaourt grec 0%|Le pot de 500g|[Origine : GRECE, Authentique yaourt égoutté grec à 0% de matière grasse., Lait de vache écrémé, ferments lactiques vivants., Valeur énergétique en Joules :  243kj, Valeur énergétique en Kcal : 57kcal, Glucides : 4g, Lipides : 0g, Protides :10,3g, A conserver au frais à max 7°C. Après ouverture, à consommer dans les 5 jours.]|"
8,20€ / Kg"|"
4,10 €"
2092|Yaourt à la Grecque, au lait de brebis|Les 2 pots de 150g, soit 300g|[Origine : FRANCE, Yaourt à la Grecque pur brebis., Lait de brebis à 10% de matières grasses, ferments lactiques. Lait origine France., Valeur énergétique en Joules :  525kj, Valeur énergétique en Kcal : 127kcal, Glucides : 4g, Lipides : 10g, Protides :5,1g, A conserver entre 0°C et +6°C.]|"
8,20€ / Kg"|"
2,46 €"
2093|Yaourt de brebis nature, 0% de matière grasse|Les 2 pots de 125g, soit 250g|[Origine : FRANCE, Yaourt maigre au lait de brebis nature., lait de brebis ÍcrÍmÍ, poudre de lait de brebis ÍcrÍmÍ, ferments lactiques, Valeur énergétique en Joules :  182kj, Valeur énergétique en Kcal : 43kcal, Glucides : 5,2g, Lipides : 0,1g, Protides :5,3g, A conserver entre 0°C et +6°C.]|"
6,60€ / Kg"|"
1,65 €"
2094|Yaourt de brebis nature, saveur vanille, 0% de matière grasse|Les 2 pots de 125g, soit 250g|[Origine : FRANCE, Yaourt maigre au lait de brebis avec sucre et édulcorant, saveur vanille., lait de brebis ÍcrÍmÍ, sucre 2.9%, poudre de lait de brebis ÍcrÍmÍ, ar«me naturel de vanille, Ídulcorant : glycosides de stÍviol, ferments lactiques, Valeur énergétique en Joules :  226kj, Valeur énergétique en Kcal : 53kcal, Glucides : 7,9g, Lipides : 0,1g, Protides :5,1g, A conserver entre 0 et +6°C.]|"
6,80€ / Kg"|"
1,70 €"
2095|Yaourts à la vanille, caillés au lait de brebis|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis 94%, sucre 6%, arôme : vanille naturelle, présure., conservation à +4°C maximum]|"
9,08€ / Kg"|"
2,27 €"
2096|Yaourts caillés au lait de brebis, goût nature|Les 2 pots de 125g|[Origine : FRANCE, Lait de brebis, présure., Conservation à + 6°c maximum.]|"
9,08€ / Kg"|"
2,27 €"
2097|Yaourt au lait d'amande|Les 2 pots de 125g|[Origine : FRANCE, Yaourt sucré au lait d'amande., Conserver au réfrigérateur entre 0°C et +6°C.]|"
10,24€ / Kg"|"
2,56 €"
2098|Yaourts au lait entier, goût nature|Les 4 pots de 125g|[Origine : FRANCE, Lait entier (94,1%), lait écrémé en poudre, ferments lactiques., Valeur énergétique en Joules :  280, Valeur énergétique en Kcal : 67, Glucides : 4,7g, Lipides : 3,3g, Protides :3,9g, A conserver à max. +6°C.]|"
3,28€ / Kg"|"
1,64 €"
2099|Yaourts au lait entier, goût nature|Les 8 pots de 125g|[Origine : FRANCE, Le Yaourt La Laitière, le plaisir simple d'un yaourt savoureux et fondant pour un doux moment de gourmandise., Lait entier (94.1%), lait écrémé en poudre, ferments lactiques., Valeur énergétique en Joules :  280, Valeur énergétique en Kcal : 66,9, Glucides : 4,7, Lipides : 3,3, Protides :3,9, Conservation à + 6°c maximum.]|"
2,94€ / Kg"|"
2,94 €"
2100|Yaourts natures à la grecque, brassés|Les 4 pots de 150g|[Origine : FRANCE, Le Yaourt à la Grecque de Nestlé, toute la générosité et la fraîcheur d'une recette inspirée de la tradition méditerranéenne., A conserver au frais à max. +6 C]|"
3,87€ / Kg"|"
2,32 €"
2101|Yaourts au lait de chèvre, goût nature|Les 2 pots de 120g|[Origine : FRANCE, 100% lait de chèvre., Lait pasteurisé de chèvre, protéines laitières de chèvre, ferments lactiques, A conserver à max. +7°C.]|"
7,46€ / Kg"|"
1,79 €"
2102|Yaourts natures|Les 4 pots de 125g|[Origine : FRANCE, Yaourt nature pot carton Malo x4, Lait partiellement écrémé pasteurisé (86,5%), concentré de lait écrémé, ferments lactiques.]|"
3,28€ / Kg"|"
1,64 €"
2103|Spécialité au soja, au chocolat|Les 4 pots 100g|[Origine : FRANCE, Sources de protéines végétales., Tonyu 78% (eau, graines de soja), sucre 14,9%, amidon transformé de manioc, chocolat en poudre 2,2% (cacao en poudre, sucre), cacao maigre en poudre 1,4%, phosphate tricalcique, arômes, épaississant : carraghénanes, sel, vitamine E., Valeur énergétique en Joules :  464kj, Valeur énergétique en Kcal : 110kcal, Glucides : 18g, Lipides : 2g, Protides :3,5g, A conserver entre 0°C et +6°C.]|"
3,45€ / Kg"|"
1,38 €"
2104|Spécialité au soja, aux fruits rouges|Les 4 pots 100g|[Origine : FRANCE, Sources de protéines végétales., Tonyu 76 % (eau, graines de soja), fruits rouges 10% (framboises 25%, mûres 25%, myrtilles 25%, fraises 25%), sucre 9,8%, amidons transformés de manioc, phosphate tricalcique, arômes, épaississant : pectine, correcteurs d'acidité : acide citrique, citrate de sodium, sel, ferments, vitamine E., Valeur énergétique en Joules :  333kj, Valeur énergétique en Kcal : 79kcal, Glucides : 12g, Lipides : 1,7g, Protides :3,3g, A conserver entre 0°C et +6°C.]|"
3,50€ / Kg"|"
1,40 €"
2105|Spécialité fermentée au soja, nature, riche en protéines végétales|Les 6 pots de 100g, soit 600g|[Origine : FRANCE, Sources de protéines végétales., Tonyu 98% (eau, graines de soja), amidon transformé de manioc, phosphate tricalcique, sel, ferments, correcteur d'acidité : acide citrique, vitamine E. Riche en protéines végétales., Valeur énergétique en Joules :  175kj, Valeur énergétique en Kcal : 42kcal, Glucides : 1,4g, Lipides : 2g, Protides :3,9g, A conserver entre 0°C et +6°C.]|"
2,73€ / Kg"|"
1,64 €"
2106|Yaourts au bifidus actif, goût nature|Les 12 pots de 125g|[Origine : FRANCE, Ce lait fermenté contient du bifidus, un ferment lactique supplémentaire aux ferments lactiques du yaourt. Source de calcium, ce lait fermenté contribue également à la solidité de vos os., Lait entier, lactose et protéines de lait, ferments lactiques dont bifidobacterium (bifidus actif)., Valeur énergétique en Joules :  262Kj, Valeur énergétique en Kcal : 63kcal, Glucides : 4,1g, Lipides : 3,5g, Protides :3,7g, A conserver entre 0°C et +6°C.]|"
1,37€ / Kg"|"
2,05 €"
2107|Yaourts au bifidus actif, goût nature|Les 4 pots de 125g|[Origine : FRANCE, Lait entier, lactose et protéines de lait, ferments lactiques dont bifidobacterium (bifidus actif)., Valeur énergétique en Joules :  262Kj, Valeur énergétique en Kcal : 1095Kcal, Glucides : 4,1g, Lipides : 3,5g, Protides :3,7g, A conserver entre 0°C et +6°C.]|"
1,64€ / Kg"|"
0,82 €"
2108|Yaourts natures au lait de vache, certifié AB|Les 4 pots de 125g|[Origine : FRANCE, Lait entier* (96.4%), ferments lactiques, poudre de lait écrémé*. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  214kj, Valeur énergétique en Kcal : 51Kcal, Glucides : 5,8g, Lipides : 1,1g, Protides :4,4g, A conserver entre 0°C et +6°C.]|"
2,24€ / Kg"|"
1,12 €"
2109|Yaourts natures au lait de vache, certifié AB|Les 4 pots de 125g|[Origine : FRANCE, Lait entier* (96.4%), ferments lactiques, poudre de lait écrémé*. *Ingrédients issus de l'agriculture biologique., Valeur énergétique en Joules :  214kj, Valeur énergétique en Kcal : 51Kcal, Glucides : 5,8g, Lipides : 1,1g, Protides :4,4g, A conserver entre 0°C et +6°C.]|"
2,24€ / Kg"|"
1,12 €"
2110|Yaourt à boire, goût fraise|Les 10 bouteilles de 100g|[Origine : BELGIQUE]|"
3,86€ / Kg"|"
3,86 €"
2111|Yaourt au bifidus actif, Citron|Les 4 pots de 125g|[Origine : FRANCE, lait entier (pour info en moyenne: 83%) sucre (8,3%) lait écrémé concentré ou en poudre (en moyenne 2,5%) arôme crÈme (lait) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (lait), Valeur énergétique en Joules :  399, Valeur énergétique en Kcal : 95, Glucides : 13, Protides :4, CONSERVER ¿ +6°C MAXIMUM]|"
3,34€ / Kg"|"
1,67 €"
2112|Yaourt au bifidus actif, saveur coco|Les 4 pots de 125g|[Origine : FRANCE, lait entier (pour info en moyenne: 83%) sucre (8,3%) lait écrémé concentré ou en poudre (en moyenne 2,5%) arôme crÈme (lait) ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (lait), Valeur énergétique en Joules :  399, Valeur énergétique en Kcal : 95, Glucides : 13, Protides :4, CONSERVER ¿ +6°C MAXIMUM]|"
3,34€ / Kg"|"
1,67 €"
