,enseigne,url,nom,marque,quantite,poids_volume,unite,poids_volume_total,descriptif,ingredients,conservation,valeurs_energetiques,origine,prix,prix_poids
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-jumblies-lait-rik-rok-500g-rik-rok,161235,1,201,871.htm",CEREALES JUMBLIES LAIT RIK&ROK;,RIK&ROK;,1,,G,500,"Cereales pour petit dejeuner  fourrees au lait riches en vitamines B1,B2, B6, B9, PP, B12, E et en fer.","Cereales (45%) (semoule de riz, farine de ble complet (9%), farine de ble, farine d'avoine), fourrage lait (40%) (lait entier en poudre (13%), sucre, huile vegetale (tournesol, coprah), lait ecreme en poudre (2%), lactoserum en poudre, emulsifiant : lecithine de soja), sucre, lait entier en poudre, sucre caramelise en poudre, sel, derive du lactoserum riche en calcium, vitamines : niacine (PP), E, B6, riboflavine (B2), thiamine (B1), folacine (B9), B12, fer.Traces eventuelles d'arachides, fruits a coque et graines de sesame.",Avant ouverture : a conserver a l'abri de la chaleur et de l'humidite. Apres ouverture : refermer le sachet interieur apres chaque utilisation et conserver dans un endroit sec.,"Valeur energetique pour 100g : 1827 KJ, 434 kcal ; Proteines 9g, Glucides 69g, Lipides 13g.",,"3,06","6,12"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-caramchoc-auchan-400g-auchan,159695,1,201,871.htm",CEREALES CARAMCHOC AUCHAN,AUCHAN,1,,G,400,"Melange de cereales extrudees riches en vitamines B1, B2, PP, B6, B12, fer et calcium.","Cereales extrudees enrichies enrobees de caramel (cereales (farine de ble complet (12%), farine de ble, semoule de mais), sucre, nappage caramel (8%) (lait ecreme concentre sucre (lait ecreme concentre, sucre),  sucre, sirop de glucose de ble, beurre, epaississant : carraghenane, conservateur : sorbate de potassium), huile de palm, caramel (0,4%), calcium, sel, arome, vitamine : niacine (pp), B6, riboflavine (B2), thiamine (B1), folacine (B9), B12, fer), cereales (farine de ble complet (13%), farine de ble, semoule de mais), sucre, chocolat en poudre (7%) (sucre, cacao, cacao maigre en poudre, sucre), calcium, sel, cacao maigre en poudre, arome, vitamines : niacine (PP), B6, riboflavine (B2), thiamines (B1), folacine (B9), B12, fer). trace eventuelles d'arachides, soja, fruits a coque et graines de sesame.",A conserver a l'abri de la chaleur et de l'humidite. Bien refermer le sachet interieur apres chaque utilisation.,"Pour 100 g : valeurs energetiques : 1575 kj soit 372 kcal, proteines : 8,7g, glucides : 75g, lipides : 4,1g.",,"2,02","5,05"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-chocoduo-auchan-375g-auchan,161237,1,201,871.htm",CEREALES CHOCODUO AUCHAN,AUCHAN,1,,G,375,Melange de cereales au chocolat pour petit dejeuner.,"Cereales soufflees chocolatees enrichies (60%) (cereales (42%) (semoule de mais, farine de ble complet (12%), farine d'avoine), sucre, chocolat en poudre (8%) (sucre, cacao en poudre), chocolat (0,4%) (pate de cacao, cacao maigre en poudre, sucre), cacao maigre en poudre, arome, sel, vitamines : niacine (PP), B6, riboflavine (B2), thiamine (B1), folacine (B9), B12, fer), cereales chocolatees fourrees au chocolat (40%) (cereales (21%) (semoule de riz, farine de ble, farine d'avoine), fourrage chocolat (14%) (sucre, matiere grasse vegetale, lactoserum en poudre, chocolat (1,8%) (sucre, cacao en poudre, beurre de cacao), noisettes, emulsifiant : lecithine de soja, arome), chocolat en poudre (5,3%) (sucre, cacao en poudre), permeat de lait, sucre, sel).Traces eventuelles d'arachides, autres fruits a coque et graines de sesame.",A conserver a l'abri de la chaleur et de l'humidite. Refermer le sachet interieur apres chaque utilisation et conserver dans un endroit sec.,"Valeur energetique pour 100 g : 1730 KJ , 410 Kcal ; Proteines 7,3 ; Glucides 76 ; Lipides 7,5",,"2,46","6,56"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-8-varietes-kellogg-s-200g-kellogg-s,1261,1,201,871.htm",CEREALES 8 VARIETES KELLOGG'S,Kellogg's,1,,G,200,"Assortiment de cereale contenant : 2 paquets de Corn Flakes (petales de mais dores au four), 2 paquets de Smacks (grains de ble souffles au caramel), 2 paquets de Frosties (petales de mais glaces au sucre), 2 paquets de Choco Krispies (grains de riz souff","Farine de ble, chocolat en poudre (25%) (sucre, cacao en poudre), sucre, sirop de glucose, arome de malt d'orge, sel, carbonate de calcium, cannelle, arome, vitamines (PP, B6, B2, B1, B9, B12), fer.",A conserver dans un endroit frais et sec.,,,"3,45","17,25"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-miel-pops-kellogg-s-400g-kellogg-s,218575,1,201,871.htm",CEREALES MIEL POPS KELLOGG'S,Kellogg's,1,,G,400,Mais souffle avec du miel.,"Farine de mais, sucre, sirop de glucose, miel 5%, sel, extrait de malt d'orge, colorants (caramel E150c, carotenes).Vitamines et mineraux: vitamines (PP, B6, B2, B1, B9, D, B12),phosphate tricalcique, fer.Allergenes: ingredient issu de l'orge.",A conserver a l'abri de la chaleur et de l'humidite.,"Valeurs moyennes pour 100g: energie 1626kJ (383kcal), proteines 5g, glucides 88g (dont sucres 28g), lipides 1g.",,"2,99","7,48"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-miel-pops-cracks-kellogg-s-400g-kellogg-s,219233,1,201,871.htm",CEREALES MIEL POPS CRACKS KELLOGG'S,Kellogg's,1,,G,400,Anneaux de cereales au miel.,"Farine de cereales completes (avoine, ble, orge, seigle), sucre, miel 5%, sirop de glucose, sel, colorant (carotenes), arome, antioxydants (palmirate d'ascorbyle, alpha-tocopherol).Vitamines et Mineraux: vitmaines (PP, B6, B2, B1, B9, D, B12), carbonate de calcium, phosphate tricalcique, fer. Allergenes: ble, avoine, orge, seigle.",,"Valeurs moyennes pour 100g: energie 1597kJ (377kcal), proteines 9g, glucides 74g, lipides 3.5g.",,"3,25","8,13"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-smacks-kellogg-s-400g-kellogg-s,218577,1,201,871.htm",CEREALES SMACKS KELLOGG'S,Kellogg's,1,,G,400,Grains de ble souffle au sucre et au miel.,"Ble, sucre, sirop de glucose, miel 1%, huile vegetale.Vitamines et mineraux: vitamines (PP, B6, B2, B1, B9, D, B12), carbonate de calcium, fer.Allergenes: ble.",A conserver a l'abri de la chaleur et de l'humidite.,"Valeurs moyennes pour 100g: energie 1618kJ (382kcal), proteines 6g, glucides 84g, lipides 1.5g.",,"2,99","7,48"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-coco-pops-kellogg-s-400g-kellogg-s,218253,1,201,871.htm",CEREALES COCO POPS KELLOGG'S,Kellogg's,1,,G,400,"Grains de riz souffles au chocolat enrichis en vitamines (B1, B2, PP, B6, B9, B12 et D) en calcium et en fer.","Riz, sucre, chocolat 4% (sucre, pate de cacao), cacao maigre en poudre, sel, extrait de malt d'orge, arome, vitamines et mineraux: carbonate de calcium, vitmaines (PP, B6, B2, B1, B9, D, B12), fer.Allergenes: ingredients issus de l'orge.",Conserver a l'abri de la chaleur et de l'humidite.,"Valeurs moyennes pour 100g: energie 1639kJ (387kcal), proteines 5g, glucides 85g, lipides 2.5g.",,"2,90","7,25"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-frosties-kellogg-s-400g-kellogg-s,218639,1,201,871.htm",CEREALES FROSTIES KELLOGG'S,Kellogg's,1,,G,400,"Petales de mais glaces au sucre enrichis en vitmaines (B1, B2, B6, B9, B12, D, PP) en fer et en calcium.","Mais, sucre, arome de malt d'orge, sirop de glucose, sel.Vitamines et mineraux: vitmaines (PP, B6, B2, B1, B9, B12, D), carbonate de calcium, fer.Allergenes: ingredient issu de l'orge. Traces eventuelles d'arachide.",A conserver a l'abri de la chaleur et de l'humidite.,"Valeurs moyennes pour 100g: energie 1594kJ (375kcal), proteines 4.5g, glucides 87g (dont sucres 37g), lipides 0.6g.",,"2,95","7,38"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-rice-krispies-kellogs-375g-kellogg-s,193113,1,201,871.htm",CEREALES RICE KRISPIES KELLOGS,Kellogg's,1,,G,375,Grains de riz souffles et grilles.,"Riz, sucre, sel, arome de malt d'orge, vitamines (PP, B2, B1, B9, B12), fer. Allergenes : issu de l'orge.",A conserver dans un endroit sec.,"Pour 100g, 384 kcal (1628 kj). Proteines 7g, Glucides 85g dont sucres 8g dont amidon 77g, Lipides 1.5g dont satures 0.3g, Fibres alimentaires 1g, Sodium 0.45g equivalent en sel 1.15g.",,"2,79","7,44"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-tresor-chocolat-au-lait-kellogg-s-400g-kellogg-s,193821,1,201,871.htm",CEREALES TRESOR CHOCOLAT AU LAIT KELLOGG'S,Kellogg's,1,,G,400,"Tresor, ce sont des cereales fourrees croustillantes sous la dent et fondantes a l'interieur. Des cereales forte en gout pour tous ceux qui cherchent des sensations des le petit-dejeuner.","Farine de cereales(avoine, riz, ble), fourrage au chocolat au lait(chocolat au lait 14%, sucre, poudre de lait entier, pate de cacao), sucre, huile vegetale, poudre de lait entier, poudre de cacao degraisse, emulsifiant : lecithine de soja), arome, sucre, sel, colorants(carotenes, caramel E150c), antioxydants (palmitate d'ascorbyle, alpha-tocopherol), vitamines(PP, B6, B1, B9, B12), fer.Allergenes : ble, soja, lait, avoine.",A conserver dans un endroit sec et propre a l'abri de la chaleur.,"Valeur energetique pour 100g : 450kcal soit 17891kjlipides : 16g, proteines : 8g, glucides : 67g.",,"2,99","7,48"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-tresor-duo-choco-kellogg-s-400g-kellogg-s,194609,1,201,871.htm",CEREALES TRESOR DUO CHOCO KELLOGG'S,Kellogg's,1,,G,400,"Cereales chocolatees avec fourrage au chocolat blanc, enrichies en vitamines (B1, B2, PP, B6, B9, B12) et en fer.","Farine de cereales 51% (riz, avoine, ble), fourrage au chocolat blanc (sucre, chocolat blanc 9% (sucre, poudre de lait entier, beurre de cacao), huile vegetale, poudre de petit lait, emulsifiant (lecithine de soja), aromes), sucre, cacao en poudre, sel, antioxydants (palmitate d'ascorbyle, alpha-tocopherol). Vitamines et mineraux : vitamines PP, B6, B2, B1, B9, B12 et fer.Allergenes : lait, soja, ble, avoine.Traces eventuelles de noisettes et autres fruits a coque.",A conserver dans un endroit sec.,"Valeurs moyennes pour 100g : energie 1851kJ (440kcal), proteines 8g, glucides 69g (dont sucres 30g), lipides 14g (dont acides gras satures 4.5g), fibres alimentaires 3g, sodium 0.30g (soit sel 0.77g).",,"3,50","8,75"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-tresor-chocolat-noisette-kellogg-s-400g-kellogg-s,194399,1,201,871.htm",CEREALES TRESOR CHOCOLAT/NOISETTE KELLOGG'S,Kellogg's,1,,G,400,Cereales au chocolat et noisette,"Farine de cereales(avoine, riz, ble), sucre, huile vegetale, noisettes(4%), chocolat(4%)(sucre, pate de cacao, cacao maigre en poudre, poudre de lait ecreme, lactose, sel, amandes, colorants(carotenes, rocou), emulsifiant(lecithine de tournesol), vitamines(PP, B6, B2, B1, B9, B12), fer.",A conserver a l'abri de l'humidite,"Valeur energetique pour 100g : 1882kj soit 448kcallipides : 16g, glucides : 66g, proteines : 8g",,"2,99","7,48"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-mix-6-varietes-nestle-190g-nestle,161357,1,201,871.htm",CEREALES MIX 6 VARIETES NESTLE,Nestle,1,,G,190,"6 mini-paquets de cereales : Crunch cereales, Chocapic, Cookie crisp : cerealess au gout de biscuit avec des pepites saveur chocolat. Cereales lion : cereales chocolat et caramel. Nesquik : cereales au chocolat. Chokella : cereales avec du ble complet gout choco-noisette.","Cereales Lion : Farine de ble - Semoule de mais - Sucre - Huile de palme - Sirop de glucose - Caramel 6.9% - Chocolat 3.3% - Lait ecreme en poudre - Dextrose - Cacao maigre en poudre - Sel - Aromes : vanilline et caramel - Emulsifiant - Lecithine de soja - Colorant - Vitamines et mineraux - Vitamine C - Niacine - Acide pantothenique - Vitamine B6 - Riboflavine B2 - thiamine B1 - Acide folique - Vitamine B12 - Calcium et fer. Crunch cereales : arine de riz - Farine de ble - Semoule de mais - Farine d'avoine - Sucre - Chocolat au lait 7,6% - Fructose - Huiles vegetales partiellement hydrogenees - Cacao maigre en poudre - Sirop de sucre brun partiellement inverti - Miel - Emulsifiant : lecithine de soja - Sel - Carbonate de calcium - Arome vanille - Vitamines et mineraux : C, niacine, acide pantothenique, vitamine B6, riboflavine B2, thiamine B1, acide folique, vitamine B12, fer.Nesquik : riz, semoule de mais - Sucre - Amidon de ble - Chocolat en poudre 12,5% - Huile vegetale partiellement hydrogenee - Dextrose - Sel - Cacao maigre - Vanilline - Correcteur d'acidite : phosphate trisodique - Vitamines et mineraux : vitamine C, niacine PP, acide pantothenique B5, vitamine B6, riboflavine B2, thiamine B1, acide folique B9, vitamine B12, calcium et fer. Chokella : cereales (farine de ble complet 31,1%, semoule de mais), pate a tartiner noisette cacao 17,2% (sucre, huile vegetale, noisettes 12%, lait ecreme en poudre, cacao maigre en poudre 6,4%, petit lait en poudre, emulsiriant : lecithine de soja ; arome), dextrose, sucre, amidon de ble, huile de palme, poudre a lever : phosphate de calcium et bicarbonate de sodium, sel, colorant : caramel (E 150c), sirop de glucose, correcteur d'acidite : phosphate de sodium, antioxygene : tcopherols. Cookie crisp : cereales (semoule de mais - ble complet 23% - farine de ble), sucre, amidon de ble, sirop de glucose, chocolat (cacao maigre en poudre - pate de cacao - sucre), cacao maigre en poudre, huiles vegetales, arome, sel, sucre roux, poudre a lever : bicarbonate de sodium, correcteur d'acidite : phosphate de sodium, vitamines (C - PP - B5 - B6 - B2 - B1 - B9 - B12) et mineraux (calcium et fer). Chocapic : farine de ble - Chocolat en poudre 23% - Sucre - Dextrose - Huile vegetale partiellement hydrogenee - Sel - Extrait de malt - Arome - Cannelle - Arome vanille - Vitamines et mineraux : vitamine C, niacine PP, acide panthothenique B5, vitamine B6, ribboflavine B2, thianine B1, acide folique B9, vitamine B12 - Calcium - Fer.",Bien refermer les sachets interieurs apres chaque utilisation et conserver dans un endroit sec.,"Cereales Lion : pour 100 g : valeurs energetiques : 1711 kj soit 405 kcal, proteines : 7,1g, glucides : 76,2g, lipides : 8,1g. Crunch cereales :  pour 30 g : valeurs energetiques : 123 kcal, glucides : 10,7g, lipides : 2,4g. Nesquik : pour 100 g : valeurs energetiques : 1711 kj soit 405 kcal, proteines : 5g, glucides : 83,6g, lipides : 4,4g.Cookie crisp : pour 100 g : valeurs energetiques : 1589 kj soit 375 kcal, proteines : 6,3g, glucides : 80,4g, lipides : 3,1g. Chokella : pour 100 g : valeurs energetiques : 1732 kj soit 411 kcal, proteines : 6,1g, glucides : 73,8g, lipides : 9,9g.Chocapic : Pour 100g : proteines : 8,10g, glucides : 76,10g, lipides : 5,20g.",,"2,85","15,00"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-lion-caramel-chocolat-nestle-480g-nestle,178197,1,201,871.htm",CEREALES LION CARAMEL & CHOCOLAT NESTLE,Nestle,1,,G,480,"Cereales pretes a consommer enrichies en 7 vitamines, calcium et fer.","Cereales 60.5% (ble complet 35.7%, farine de ble, farine de riz), sucre, sirop de glucose, caramel 6.4% (lait ecreme concentre sucre (lait ecreme, sucre), sucre, sirop de glucose, beurre patissier, gelifiant : pectine ; conservateur : sorbate de potassium ; sel, arome), huile vegetale, chocolat 4.1% (sucre, cacao en poudre, pate de cacao, cacao maigre en poudre), sel, aromes ; emulsifiant : lecithine de tournesol ; colorant : caramel (E150c).Vitamines (D, PP, B5, B6, B2, B1, B9) et mineraux (carbonate de calcium, fer).Peut contenir des traces d'arachides et autres fruits a coque.",Bien refermer le sachet interieur apres chaque utilisation et conserver dans un endroit sec.,"Valeurs moyennes pour 100g : energie 1737kJ (412kcal), proteines 7.3g, glucides 76g (dont sucres 28.8g), lipides 4.3g (dont acides gras satures 2.1g), fibres alimentaires 1.5g, sodium 0.12g.",,"2,89","6,02"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-crunch-nestle-375g-nestle,1491,1,201,871.htm",CEREALES CRUNCH NESTLE,Nestle,1,,G,375,Petales de cereales au chocolat.,"Cereales 61.3% (farine de ble complet 28.7%, farine de riz, semoule de mais) ; sucre, chocolat 12,9% (sucre, pate de cacao, cacao en poudre, cacao maigre en poudre), dextrose, huile vegetale, sirop de sucre roux inverti, emulsifiant : lecithine de soja ; agent moussant : carbonate de calcium, arome vanille. Vitamines (C, PP, B5, B6, B2, B1, B9, B12) et fer.Peut contenir des traces de lait, d'arachides, amandes et autres fruits a coque.",A conserver a l'abri de l'humidite,"Valeurs moyennes pour 100g : 1721 kj, 408 kcal ; proteines 7.2g ; glucides 28.6g, lipides 7.5g",,"2,40","6,40"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-chocapic-nestle-750g-nestle,64601,1,201,871.htm",CEREALES CHOCAPIC NESTLE,Nestle,1,,G,750,"Des cereales au ble complet (31,5%) et au chocolat.","Farine de ble - Chocolat en poudre 23% - Sucre - Dextrose - Huile vegetale partiellement hydrogenee - Sel - Extrait de malt - Arome - Cannelle - Arome vanille - Vitamines et mineraux : vitamine C, niacine PP, acide panthothenique B5, vitamine B6, ribboflavine B2, thianine B1, acide folique B9, vitamine B12 - Calcium - Fer.",A conserver a l'abri de la chaleur et de l'humidite. Refermer le sachet apres chaque utilisation.,"Pour 100g : valeur energetique : 739 kj soit 175 kcal, proteines : 6,8g, glucides : 29g, lipides : 3,5g.",,"4,20","5,60"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-chocapic-nestle-430g-nestle,178191,1,201,871.htm",CEREALES CHOCAPIC NESTLE,Nestle,1,,G,430,"Des cereales au ble complet (31,5%) et au chocolat.","cereales (Farine de ble complet 31.9%, farine de ble) - Chocolat en poudre 25.5% (sucre, cacao en poudre) - Sucre - Dextrose - Huile vegetale - Extrait de malt - emulsifiant : lecithine de soja,arome, Sel - Vitamines et mineraux : vitamine C, niacine PP, acide panthothenique B5, vitamine B6, ribboflavine B2, thianine B1, acide folique B9, vitamine B12 - Calcium - Fer.",A conserver a l'abri de la chaleur et de l'humidite. Refermer le sachet apres chaque utilisation.,"Pour 100g : valeur energetique : 1616 kj soit 382 kcal, proteines : 8.4g, glucides : 76.2g, lipides : 4.8g.",,"2,69","6,26"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-nesquik-nestle-375g-nestle,2471,1,201,871.htm",CEREALES NESQUIK NESTLE,Nestle,1,,G,375,"Cereales pretes a consommer enrichies en vitamines, calcium et fer","Cereales (ble complet 44.6%, farine de riz, semoule de mais)-), Chocolat en poudre 18.7% (sucre, cacao en poudre), sucre, sirop de glucose deshydrate - Huile vegetale, Dextrose, fructo-oligosaccharides, sel, cacao maigre en poudre, arome vanille, correcteur d'acidite : phosphate de sodium - Vitamines et mineraux : vitamine C, niacine PP, acide pantothenique B5, vitamine B6, riboflavine B2, thiamine B1, acide folique B9, vitamine B12, calcium et fer.",Refermer le sachet interieur apres chaque usage et conserver dans un endroit sec.,"Valeur energetique pour 100g : 387kcal soit 1636kjlipides : 4g, proteines : 7.8g, glucides : 76.2g",,"2,49","6,64"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-flocons-d-avoine-auchan-500g-auchan,86501,1,201,861.htm",FLOCONS D'AVOINE AUCHAN,AUCHAN,1,,G,500,Flocons d'avoine 100% cereales,"Flocons d'avoine 100% Traces eventuelles d'arachides, soja, lait, graines de sesame et fruits a coque.",Refermer le sachet apres chaque utilisation et conserver dans un endroit sec.,"Valeur energetique pour 100g : 1547kj soit 368kcallipides : 7.5g, proteines : 11g, glucides : 58g",,"1,43","2,86"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-flocons-d-avoine-bio-bjorg-500g-bjorg,145961,1,201,861.htm",FLOCONS D'AVOINE BIO BJORG,Bjorg,1,,G,500,Flocons d'avoine biologiques.,Avoine issu de l'agriculture biologique.,A conserver a l'abri de l'humidite.,"Valeurs moyennes pour 100g : 1531 kj, 364 kcal ; proteines 11,4g ; glucides 57,9g dont sucres 1,7g ; lipides 7,1g dont acides gras satures 1,3g ; fibres alimentaires 11,3g ; sodium 0,007g ; phosphore 422mg ; magnesium 102mg.",,"2,59","5,18"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-flocons-d-avoine-quaker-oats-500g-quaker,153079,1,201,861.htm",FLOCONS D'AVOINE QUAKER OATS ,QUAKER,1,,G,500,Cereales a base flocons d'avoines,100% flocons d'avoine. Presence eventuelle d'orge et de ble.,,"Pour 100g : Valeur energetique : 1500 Kj 356 kcal ; Proteines : 11g, Glucides : 60g dont sucre : 1.1g, Lipides : 8g, dont sature : 1.5g, mono insatures : 3g, Poly-insatures : 3.3g, fibres alimentaires 9g, sodium traces",,"1,85","3,70"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-crousty-4-fruits-auchan-750g-auchan,48451,1,201,861.htm",CEREALES CROUSTY 4 FRUITS AUCHAN,AUCHAN,1,,G,750,"Melange de pepites croustillantes de cereales et de fruits (Raisins, noix de coco, banane et pomme)","Cereales 49.3% (flocons d'avoine, farine de ble, farine de riz), fruits 25% [raisins 12% (raisin, huile de coton), noix de coco 7%, banane 3.5% (banane, huile de coco, sucre, miel destine a l'industrie), pomme rouge 2.5%], sucre, huile de palme, sirop de glucose, miel, dextrose, sel, caramel, arome.Fabrique dans un atelier qui utilise lait, soja, sulfites, arachides, fruits a coque.","Apres chaque utilisation, repliez le sachet interieur et conservez au sec.","Valeurs moyennes pour 100 g : 1915 KJ, 456 Kcal ; Proteines 7,4g ; Glucides 66,1g dont sucre 43,2g ; Lipides 16,9g dont Lipides satures 9,8g.",,"2,02","2,69"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-cereales-crousty-2-chocolats-auchan-500g-auchan,35721,1,201,861.htm",CEREALES CROUSTY 2 CHOCOLATS AUCHAN,AUCHAN,1,,G,500,Melange de pepites croustillantes de cereales et de chocolat.,"Cereales 53% (flocons d'avoine, farine de ble, farine de riz), chocolat 15% [chocolat noir 7,5% (pate de cacao, sucre, cacao maigre en poudre, emulsifiant : lecithine de soja, arome), chocolat blanc 7,5% (sucre, beurre de cacao, poudre de lait entier, lait ecreme en poudre, sucre du lait, lactoserum en poudre, emulsifiant : lecithine de soja, vanilline)], sucre, huile de palme, sirop de glucose, noix de coco, cacao maigre, miel, dextrose, sel, arome.Fabrique dans un atelier qui utilise sulfites, arachides, fruits a coque.","Apres chaque utilisation, repliez le sachet interieur et conservez au sec.","Valeurs moyennes pour 100 g : 1885 KJ, 450 Kcal ; Proteines 6,7g ; Glucides 62,7g dont sucre 28,8g ; Lipides 17,4g dont Lipides satures 10,8g.",,"2,25","4,50"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-crousty-prenium-fruits-rouges-auchan-500g-auchan,199133,1,201,861.htm",CROUSTY PRENIUM FRUITS ROUGES AUCHAN,AUCHAN,1,,G,500,"Melange de cereales croustillantes, d'amandes effilees, de fraises et des framboises lyophilisees.","Cereales 59% (flocons d'avoine, farine d'avoine complete, farine de riz, farine de ble), sucre, huile de palme, fruits 9% (amandes effilees 6%, fraise 2%, framboise 1%), sirop de glucose de ble, sel, dextrose de ble, caramel, arome, emulsifiant : lecithine de soja.Traces eventuelles de lait, arachides et autres fruits a coque.","Apres chaque utilisation, repliez le sachet interieur et conservez-le a l'abri de la chaleur et de l'humidite.","Valeurs moyennes pour 100g : 1964 kj, 469 kcal ; proteines 9,6g ; glucides 56,7g ; lipides 20,9g.",,"2,83","5,66"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-crousty-prenium-noix-auchan-500g-auchan,194623,1,201,861.htm",CROUSTY PRENIUM NOIX AUCHAN,AUCHAN,1,,G,500,"Melange de cereales et de fruits a coque (amandes, noisettes, noix du Bresil et noix de pecan).","Cereales 54% (flocons d'avoine 42%, farine d'avoine complete 8.9%, farine de riz), noix 5.5% (noix du Bresil 3.5%, noix de Pecan 2%), amande 5.5%, noisette 5.5%, sucre, matiere grasse vegetale de palme, sirop de glucose, sel, dextrose, caramel, emulsifiant : lecithine de soja, arome. Traces eventuelles de lait, soja, sulfites, arachides.",A conserver a l'abri de la chaleur et de l'humidite.,"Pour 100g, 2041 kj (489 kcal). Proteines 10.2g, Glucides 51.4g dont sucres 15.3g, Lipides 25.3g dont acides gras satures 8.9g, Fibres alimentaires 7.2g, Sodium 0.23g equivalent en sel 0.59g.",,"2,90","5,80"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-crousty-prenium-3-chocolats-auchan-500g-auchan,194621,1,201,861.htm",CROUSTY PRENIUM 3 CHOCOLATS AUCHAN,AUCHAN,1,,G,500,"Melange de pepites de cereales croustillantes, de copeaux de chocolat noir et de chocolat blanc et des morceaux de chocolat.","Cereales 61% (flocons d'avoine 44%, farine d'avoine 10%, riz souffle (farine de riz, farine de ble, sucre, farine de malt de ble, sel, sucre caramelise en poudre)), copeaux de chocolat blanc et noir 13%(sucre, beurre de cacao, pate de cacao, lait entier en poudre, matiere grasse laitiere anhydre, cacao en poudre, emulsifiants : phosphatides d'ammonium), sucre, huile de palme, chocolat au lait 6.7% (sucre, lait entier en poudre, beurre de cacao, pate de cacao, lactoserum en poudre, lait ecreme en poudre, emulsifiant : lecithine de soja, arome), miel, cacao maigre en poudre, maltodextrine, sel, arome.Traces eventuelles d'arachides, fruits a coque et graines de sesame.",A conserver dans un endroit sec.,"Pour 100g, 2000 kj (477 kcal). Proteines 8g, Glucides 64g dont sucres 24g, Lipides 20g dont acides gras satures 8g, Fibres alimentaires 4.5g, Sodium 0.17g equivalent en sel 0.43g.",,"3,27","6,54"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-muesli-quinoa-et-chocolat-bio-auchan-500g-auchan,91201,1,201,861.htm",MUESLI QUINOA ET CHOCOLAT BIO AUCHAN,AUCHAN,1,,G,500,Muesli croustillant quinoa et chocolat. Issu de l'agriculture biologique.,"Flocons de ble*, quinoa*14.7%, riz*, flocons d'avoine*, pepites de chocolat* 11% (pate de cacao (min : 52%), sucre de canne*, beurre de cacao*, emulsifiant : lecithine de tournesol, vanille*), sucre de canne* roux, graisse de palme* non hydrogenee, farine de ble*, avoine*, noix de coco* rapee, sirop de ble*, poudre de cacao* maigre (beurre de cacao : 10%), miel*, caramel*. * Ingredients issus de lagriculture biologique.",A conserver a l'abri de la chaleur et de l'humidite. Bien refermer le sachet apres ouverture.,"Pour 100g : valeur energetique : 1859 kj soit 442 kcal, proteines : 8,7g, glucides : 67,4g, lipides : 13,8g.",,"3,70","7,40"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-muesli-croustillant-bio-auchan-500g-auchan,91211,1,201,861.htm",MUESLI CROUSTILLANT BIO AUCHAN,AUCHAN,1,,G,500,Muesli croustillant lin et graines de courge. Issu de l'agriculture biologique.,"Flocons d'avoine* , farine complete de ble*, sucre de canne* complet, graisse de palme* non hydrogenee, raisins* sec, farine de ble*, graines de courge* 3,8%, sirop de ble*, sucre blond de canne*, fibre de pomme*, miel*, avoine*, sirop de malt d'orge*, cannelle*, orge*.*Ingredients issus de l'agriculture biologique.",A conserver a l'abri de la chaleur et de l'humidite. Bien refermer le sachet apres ouverture.,"Pour 100g : valeur energetique : 1827 kj soit 435 kcal, proteines : 10,1g, glucides : 62,2g, lipides : 14,3g.",,"3,73","7,46"
